censor,closure_time,start_year,Business type,Rate type (STD),type,sq(ft),is_downtown_association,zone,zone_type,is_home_occ,ft to downtown
1,12392,1992,Rental- Residential,Residential Rental,Rental,5291.9133716319975,False,R-2,Residential,False,2038.4885637490397
0,1493,2022,Beauty Salon,Downtown Association,Downtown Association,7090.540372140617,True,C,Commercial,False,0.0
0,12359,1992,Rental- Commercial,Commercial Rental Property,Rental,7190.355462233589,False,R-1,Residential,False,4884.561593293666
1,6814,2007,Auto Mechanic/Detailer/Services,Downtown Association,Downtown Association,13049.182779633717,False,C,Commercial,False,0.0
0,5685,2010,Rental- Residential,Residential Rental,Rental,4752.401224022516,False,R-2,Residential,False,1370.062727240097
1,11297,1995,Home Occupation,General Service,Service,8269.747498869841,False,R-1,Residential,True,8125.290664246087
0,4718,2013,Rental- Residential,Residential Rental,Rental,7235.575778345611,False,R-1,Residential,False,9324.66380801252
1,6827,2007,Home Occupation,General Retailer,Retail,6286.818082904865,False,R-1,Residential,True,9429.99803186788
0,1458,2022,Home Occupation,General Service,Service,66758.57384749438,False,C,Commercial,True,10366.214894664903
1,8164,2003,Consultant,Professional Service,Service,50588.49310369623,False,C,Commercial,False,2386.600535961351
1,5882,2010,Home Occupation,General Service,Service,6865.972620180723,False,R-1,Residential,True,11831.87193211614
0,5586,2010,Rental- Residential,Residential Rental,Rental,11776.610474425928,False,R-1,Residential,False,8327.071484382077
0,6339,2008,Home Occupation,General Service,Service,5590.150992759869,False,R-2,Residential,True,609.912015307632
0,429,2025,Restaurant,General Service,Service,16405.23999166311,False,C,Commercial,False,2134.2576166222298
1,3873,2015,Finance Company,Professional Service,Service,9252.69677186998,False,O,Office,False,193.5583606289705
1,10181,1998,Misc Business Services,General Service,Service,19096.983852725665,False,C,Commercial,False,8015.629316278154
0,15223,1984,Hotels and Motels,General Service,Service,43577.275049348,False,C,Commercial,False,3904.536273208278
1,5140,2012,Retail,Downtown Association,Downtown Association,3717.13368080076,True,C,Commercial,False,0.0
1,3095,2017,Restaurant,Downtown Association,Downtown Association,20111.766218409768,True,C,Commercial,False,0.0
0,6464,2008,Restaurant,Downtown Association,Downtown Association,20111.766218409768,True,C,Commercial,False,0.0
0,7329,2006,Education/School,Professional Service,Service,103845.52927265628,False,C,Commercial,False,3329.344830747892
0,4882,2012,Restaurant,Downtown Association,Downtown Association,8746.463315411262,True,C,Commercial,False,0.0
0,1948,2020,Alcoholic Beverage,General Retailer,Retail,310281.12627269345,False,M,Manufacturing,False,10650.726608393126
1,1754,2021,Caterer,General Service,Service,85640.01699504977,False,C,Commercial,False,8935.549108475205
1,6469,2008,Home Occupation,General Service,Service,2043.331067021378,False,R-3,Residential,True,874.9544466805976
1,10038,1998,Restaurant,General Retailer,Retail,54141.57680299135,False,C,Commercial,False,10998.236777457529
1,7672,2005,Misc Business Services,General Service,Service,27592.678244139726,False,O,Office,False,306.6162546051624
0,2510,2019,Hotels and Motels,General Service,Service,42053.86939854266,False,C,Commercial,False,3082.573567386036
1,1709,2021,Retail,General Retailer,Retail,11823.098050098934,False,C,Commercial,False,7001.46295518957
1,7058,2006,Retail,Downtown Association,Downtown Association,10822.145257174545,True,C,Commercial,False,0.0
1,2761,2018,Counseling,Professional Service,Service,6651.085592660643,False,O,Office,False,596.5356424338867
0,705,2024,Medical Services,Professional Service,Service,29836.402872058818,False,C,Commercial,False,9401.580381077569
1,6982,2007,Medical Services,Downtown Association,Downtown Association,33684.67003111949,True,C,Commercial,False,0.0
1,5092,2012,Medical Services,Professional Service,Service,59526.41170489322,False,O,Office,False,3840.736834790248
1,5084,2012,Medical Services,Professional Service,Service,52241.25186367986,False,O,Office,False,6981.721871280453
0,1709,2021,Rental- Residential,Residential Rental,Rental,8761.388632886465,False,R-3,Residential,False,3191.9486345828955
1,3116,2017,Massage,Massage Therapist,Service,21729.144200037383,False,C,Commercial,False,454.87823904306657
1,4379,2014,Massage,Massage Therapist,Service,30263.700494627887,False,C,Commercial,False,6768.375718617516
1,5092,2012,Education/School,General Service,Service,2446753.7045880742,False,C,Commercial,False,22778.1165899295
1,6283,2008,Beauty Salon,Downtown Association,Downtown Association,7256.060891362361,True,C,Commercial,False,0.0
0,5658,2010,Rental- Residential,Residential Rental,Rental,9570.366351970251,False,R-1,Residential,False,4151.669077262534
0,12406,1992,Rental- Residential,Residential Rental,Rental,5510.52690186588,False,R-1,Residential,False,8091.36776508034
0,665,2024,Rental- Residential,Residential Rental,Rental,26907.929194668,False,R-2,Residential,False,10239.376530379135
0,2545,2019,Administration/Office,General Service,Service,25614.63317779357,False,O,Office,False,10182.892120260978
0,5169,2012,Home Occupation,General Service,Service,6012.898902069389,False,R-2,Residential,True,7777.970537732675
1,3020,2017,Home Occupation,General Service,Service,6980.344566565372,False,R-2,Residential,True,4398.07486998952
1,6539,2008,Medical Services,General Service,Service,27592.678244139726,False,O,Office,False,250.1217045573105
0,9341,2000,Restaurant,General Retailer,Retail,63666.9603757336,False,C,Commercial,False,10123.994602523886
0,721,2024,Rental- Residential,Residential Rental,Rental,6286.818082904865,False,R-1,Residential,False,9429.99803186788
0,12355,1992,Rental- Commercial,Commercial Rental Property,Rental,328946.8744863285,False,C,Commercial,False,9756.010206925826
0,6420,2008,Restaurant,General Retailer,Retail,101525.51823980744,False,C,Commercial,False,11241.332130444776
1,5618,2010,Rental- Residential,Residential Rental,Rental,3380.4857419994423,False,R-2,Residential,False,10869.969753467152
0,5609,2010,Rental- Residential,Residential Rental,Rental,81110.11578840249,False,R-2,Residential,False,7468.828026763265
1,1456,2022,Rental- Residential,Residential Rental,Rental,151572.04924893263,False,R-4,Residential,False,2652.686346103527
0,1446,2022,Rental- Residential,Residential Rental,Rental,7858.656135448047,False,R-1,Residential,False,2427.803380623096
0,3530,2016,Homestay,General Service,Service,9756.40758524656,False,R-1,Residential,False,9066.15780609744
1,1586,2021,Rental- Residential,Residential Rental,Rental,6369.37444498852,False,R-1,Residential,False,14382.292806586776
1,7100,2006,Home Occupation,General Service,Service,2020.3194276453144,False,R-3,Residential,True,1574.3900807204604
0,3154,2017,Medical Services,Professional Service,Service,97915.6927441578,False,C,Commercial,False,12873.812385833986
0,1770,2021,Restaurant,General Retailer,Retail,66494.21553584574,False,C,Commercial,False,1633.0536744553388
1,5596,2010,Rental- Residential,Residential Rental,Rental,1664.6384924777362,False,R-2,Residential,False,13304.867760572306
1,1425,2022,Rental- Residential,Residential Rental,Rental,28741.170103438617,False,C,Commercial,False,6266.815613009545
0,15954,1982,Hotels and Motels,General Service,Service,35753.50387491189,False,C,Commercial,False,2188.531142345198
0,1525,2022,Engineer,Professional Service,Service,103856.9787977616,False,BP,Commercial,False,13275.79930334867
1,14401,1986,Architect,Professional Service,Service,102640.5814312235,False,BP,Commercial,False,14423.91410514908
1,5651,2010,Rental- Residential,Residential Rental,Rental,70285.99386141327,False,R-4,Residential,False,2670.521539489736
1,4139,2014,Beauty Salon,General Service,Service,18241.35220912705,False,C,Commercial,False,11637.5290119441
1,6693,2007,Health Spa/Fitness,General Service,Service,5368.54112695502,False,R-4,Residential,False,187.8663030362173
0,9320,2000,Rental- Residential,Residential Rental,Rental,29492.69365621694,False,R-4,Residential,False,5388.456883704012
0,1466,2022,Rental- Residential,Residential Rental,Rental,7129.505930378268,False,R-1,Residential,False,4358.876635123254
0,6357,2008,Retail,General Retailer,Retail,6394.058549399756,False,C,Commercial,False,462.8481748933366
1,15954,1982,Auto Mechanic/Detailer/Services,General Service,Service,260842.2226411217,False,C,Commercial,False,8937.656107085295
1,3634,2016,Rental- Residential,Residential Rental,Rental,5818.324470353341,False,R-1,Residential,False,9584.898483851644
1,9586,1999,Contractor- General,Contractor,Service,12049.827509684928,False,M,Manufacturing,False,8601.183135660525
1,10356,1997,Gardening,General Service,Service,6633.234455691276,False,R-1,Residential,False,7983.299949455191
0,2440,2019,Rental- Residential,Residential Rental,Rental,29644.18348039484,False,R-4,Residential,False,5485.86676027984
0,14226,1987,Education/School,Professional Service,Service,7396.043266987006,False,O,Office,False,2067.2941702336257
1,4662,2013,Personal Services,General Service,Service,58656.3896638356,False,O,Office,False,156.9671023952917
0,1886,2021,Rental- Residential,Residential Rental,Rental,24958.52734315168,False,R-4,Residential,False,7742.266885476144
0,1332,2022,Counseling,Professional Service,Service,8803.809448645943,False,O,Office,False,4.497718635914461
0,795,2024,Rental- Residential,Residential Rental,Rental,12112.660498979272,False,R-4,Residential,False,7086.666250533984
0,5652,2010,Rental- Residential,Residential Rental,Rental,7067.4275862808,False,R-1,Residential,False,2526.6805522231484
1,1262,2022,Retail,Downtown Association,Downtown Association,9246.214200532697,True,C,Commercial,False,0.0
1,3360,2016,"Wholesale, Distributors",General Wholesaler,Other,45515.40066449669,False,C,Commercial,False,8364.168336652185
1,6855,2007,Retail,General Retailer,Retail,2446753.7045880742,False,C,Commercial,False,19992.94260215194
1,9551,2000,Beauty Salon,General Service,Service,6031.46666995803,False,R-3,Residential,False,933.4620617591212
0,14030,1987,Rental- Residential,Residential Rental,Rental,43123.16757367396,False,R-4,Residential,False,6619.289027157675
0,5653,2010,Rental- Residential,Residential Rental,Rental,3322.669217378233,False,R-3,Residential,False,2927.025508916572
1,5649,2010,Rental- Residential,Residential Rental,Rental,6206.335940142544,False,R-3,Residential,False,438.4241649579504
1,5652,2010,Rental- Residential,Residential Rental,Rental,7227.23628913618,False,R-1,Residential,False,7109.718301060437
1,5554,2010,Rental- Residential,Residential Rental,Rental,47236.97451172549,False,R-4,Residential,False,5567.037984436471
0,5604,2010,Rental- Residential,Residential Rental,Rental,5590.150992759869,False,R-2,Residential,False,609.912015307632
0,13210,1990,Gardening,General Service,Service,3150837.0800128286,False,C,Commercial,False,12698.877143667014
1,14493,1986,Medical Services,Professional Service,Service,36400.39777929863,False,PF,Public,False,4097.141772737705
1,12370,1992,Rental- Commercial,Commercial Rental Property,Rental,8761.388632886465,False,R-3,Residential,False,3191.9486345828955
1,5092,2012,Insurance Agent/Broker,General Service,Service,25511.329248959304,False,O,Office,False,10195.909687460093
0,2074,2020,Rental- Residential,Residential Rental,Rental,6056.9879328695415,False,R-1,Residential,False,6194.950459664018
0,14431,1986,Rental- Residential,Residential Rental,Rental,5748.406596558403,False,R-4,Residential,False,2762.696735359425
0,6093,2009,Medical Services,Professional Service,Service,11395.075703541184,False,O,Office,False,1728.289746553542
1,5643,2010,Rental- Residential,Residential Rental,Rental,6885.974924885655,False,R-1,Residential,False,6502.9996536851295
1,5685,2010,Rental- Residential,Residential Rental,Rental,10083.704126722672,True,C,Commercial,False,0.0
1,9199,2000,Rental- Residential,Residential Rental,Rental,4288.900067142214,False,R-2,Residential,False,1049.7933742882549
1,9087,2001,Rental- Residential,Residential Rental,Rental,5846.710500614788,False,R-1,Residential,False,9638.456160714808
0,12392,1992,Rental- Residential,Residential Rental,Rental,5421.763877443271,False,R-1,Residential,False,9510.678021344103
0,10467,1997,Rental- Residential,Residential Rental,Rental,7596.251887667557,False,R-4,Residential,False,555.6279145546987
0,5747,2010,Rental- Residential,Residential Rental,Rental,10486.651155687408,False,R-4,Residential,False,850.1899510766776
1,5664,2010,Rental- Residential,Residential Rental,Rental,11224.225398648705,False,C,Commercial,False,5021.591376763605
1,10459,1997,Contractor- General,Contractor,Service,752750.2045311753,False,R-1,Residential,False,10884.598634501
1,14051,1987,Medical Services,Professional Service,Service,8321.122466919473,False,O,Office,False,2137.5611466446635
0,5623,2010,Rental- Residential,Residential Rental,Rental,21844.831743420145,False,R-3,Residential,False,8557.114596244664
0,2436,2019,Rental- Residential,Residential Rental,Rental,7418.718234556258,False,R-3,Residential,False,2540.9332861569324
0,3784,2015,Miscellaneous Business,General Service,Service,5539.028051600591,False,C,Commercial,False,2011.2644664242184
0,5657,2010,Rental- Residential,Residential Rental,Rental,5727.052798704529,False,R-1,Residential,False,11861.321680217538
1,5651,2010,Rental- Residential,Residential Rental,Rental,3975.071452737845,False,R-2,Residential,False,11455.058593654172
0,14303,1987,Misc Business Services,General Service,Service,7350.663390833261,False,R-1,Residential,False,8357.279059109842
1,12793,1991,Personal Services,General Service,Service,7350.663390833261,False,R-1,Residential,False,8357.279059109842
0,15954,1982,Rental- Residential,Residential Rental,Rental,48853.6678684179,False,R-4,Residential,False,3121.242758412552
1,4175,2014,Restaurant,General Service,Service,106851.71203752069,False,C,Commercial,False,11388.291697287956
