DBA,Business type,Bus address,Start date,Close date,License description,Rate type (STD),type,long,lat,closure_time,censor,zone,parcel,sq(ft),is_downtown_association,zone_type,is_home_occ,ft to downtown
Legacy Training Center,Recreation-Instruction/Training,4725 ALLENE WAY,2016-07-11,,Gymnastics Training Center,General Service,Service,-120.633707393884,35.238819872693,3525,0,C,053-427-004,49274.12143279,False,Commercial,False,16379.034913341502
Legato Design,Misc Business Services,2013 SWAZEY ST,2004-03-08,2006-08-04,,General Service,Service,-120.654361171988,35.273768038145,8033,1,R-2,003-652-019,7739.830818949599,False,Residential,False,2438.6058401696223
Leigh's,Retail,570 HIGUERA ST STE 180,2019-12-31,2021-05-22,Production & sale of baked goods at local markets & events,Downtown Association,Downtown Association,-120.666374213346,35.277817431552,2257,1,C,002-402-045,37187.77312983599,True,Commercial,False,0.0
Leighlee LLC Dba Pilates Collective Slo,Health Spa/Fitness,1185 MONTEREY ST STE B,2019-08-20,2021-11-15,Pilates Studio: Small Group Classes & Private Instruction,General Service,Service,-120.658740442677,35.283205892772,2390,1,C,002-436-007,12397.84523518979,False,Commercial,False,245.80081730321558
Leighlee LLC Dba Pilates Collective Slo,Health Spa/Fitness,1261 LAUREL LN,2017-05-03,,Pilates Studio; Group & Private Classes; Retail Sales,General Service,Service,-120.640144706843,35.265805902277,3229,0,C,004-961-087,94157.21015825246,False,Commercial,False,7398.614329406969
Leisa Swanson,Home Occupation,1370 SAWLEAF CT,1992-03-01,,Massage Therapy,Massage Therapist,Service,-120.630482912344,35.248152042448,12423,0,R-1,053-093-047,6417.423588675498,False,Residential,True,14151.45769861289
Leisure Services Safety Training,Medical Services,678 TORO ST 2,2017-06-29,2018-12-18,Cpr And First Aid Instruction,General Retailer,Retail,-120.660957469096,35.286232165059,3172,1,R-3,001-211-008,7178.512474759907,False,Residential,False,852.1055676595599
Lekker Skateboards,Manufacturing,474 WOODBRIDGE ST,2016-06-06,2022-12-31,Skateboard Manufacturing/Online Sales,General Manufacturer,Other,-120.65938764783,35.26638909434,3560,1,R-1,004-822-011,5067.441692522748,False,Residential,False,3912.9304510671254
Lekker Tech,Manufacturing,3195 MCMILLAN AVE STE C,2010-09-28,2016-03-21,Furniture Building And Light Manufacturing,General Manufacturer,Other,-120.648175987241,35.261429159325,5638,1,M,053-201-022,42911.18485216228,False,Manufacturing,False,7135.5955737602735
Leland Endres,Rental- Residential,356 N CHORRO ST,1986-05-01,,Rental of Residential apartments,Residential Rental,Rental,-120.67239593128,35.296065678799,14554,0,R-4,052-332-013,13499.66681510855,False,Residential,False,5564.437375148881
Leland Terrace,Rental- Residential,1080 PAULINE WAY,2010-09-13,2011-06-05,,Residential Rental,Rental,-120.651949784263,35.271953596175,5653,1,R-1,003-676-069,122959.75179018352,False,Residential,False,3405.40863929363
Lemon One Cleaning,Maintenance,3860 S HIGUERA ST STE 160,2004-07-07,2019-07-01,Janitorial Services,General Service,Service,-120.673262243407,35.247583480192,7912,1,R-2,053-131-011,1040694.0422821196,False,Residential,False,10557.168410703522
"Lemos Feed & Pet Supply, Inc.",Retail,3210 BROAD ST,1995-08-02,,Feed,General Retailer,Retail,-120.649647605391,35.260975207711,11174,0,C,053-222-001,49936.40661508049,False,Commercial,False,7034.16418038679
Len & Kathryn Raab Living Trust,Rental- Residential,2220 EXPOSITION DR #64,2022-03-14,2025-04-16,Rental Property,Residential Rental,Rental,-120.664537935484,35.268831959009,1453,1,R-4,004-820-061,151572.04924893263,False,Residential,False,2652.686346103527
Len & Marlou Everson,Rental- Residential,977 LOBELIA LN,2010-09-13,2024-05-31,Rental- Residential,Residential Rental,Rental,-120.637963534085,35.251163528685,5653,1,R-1,053-085-013,5640.4136833299945,False,Residential,False,11932.577678828984
Len Collective,Retail,760 HIGUERA ST,2014-12-09,,Handmade Jewelry & Gifts,Downtown Association,Downtown Association,-120.663638932118,35.279476395929,4105,0,C,002-423-041,22853.647677050045,True,Commercial,False,0.0
Len Family Trust,Rental- Residential,1110 IRIS ST 1-3,2022-03-10,,Residential Rentals,Residential Rental,Rental,-120.653738112073,35.27593898792,1457,0,R-2,003-571-017,8009.054440079316,False,Residential,False,1926.1034232631562
Len Malena,Rental- Residential,544 PRINCETON PL,2003-07-25,,Rental - Residential,Residential Rental,Rental,-120.679998080661,35.299421649811,8260,0,R-1,052-451-030,6782.065052467695,False,Residential,False,7862.786490699154
Lenan D Thompson,Rental- Residential,904 BLUEBELL WAY,2001-03-23,2017-04-30,,Residential Rental,Rental,-120.63854099872,35.248157847484,9114,1,R-2,053-086-061,161569.67842780007,False,Residential,False,12757.420470905263
"Lendscape, LLC",Software Development,735 TANK FARM RD 185,2015-10-06,,"Asset Finance Software Development, Sales & Support",Professional Service,Service,-120.642088476644,35.248636515557,3804,0,O,053-083-028,38783.40069214897,False,Office,False,12020.657742247653
"Lendus, LLC Dba Rpm Mortgage",Finance Company,1065 HIGUERA ST STE 100,2016-11-30,2019-01-11,Mortgage Lending,Professional Service,Service,-120.659768093908,35.281627973989,3383,1,C,002-435-003,12399.024352397366,True,Commercial,False,0.0
"Lenhardt Engineeirng, Inc.",Home Occupation,1449 GARCIA DR,2010-08-13,2022-12-31,"Engineering, Construction Management",Professional Service,Service,-120.687730306574,35.254338292798,5684,1,R-1,004-431-016,5416.853478160845,False,Residential,True,10178.928822564298
Leni Litonjua,Beauty Salon,720 MARSH ST,2003-08-22,2006-08-09,,General Service,Service,-120.66342220267,35.278402233527,8232,1,C,002-428-007,25616.393382047198,True,Commercial,False,0.0
"Lenz & Company, Inc.",Misc Business Services,559 PISMO ST,2017-12-05,,Tax Preparation,General Service,Service,-120.664169635117,35.275468488209,3013,0,R-3,003-615-003,10589.15065602159,False,Residential,False,356.28885417748864
Leo Fedewa,Homestay,623 GROVE ST,2016-02-12,2025-05-13,Homestay,General Service,Service,-120.656263384744,35.290383836443,3675,1,R-1,001-056-050,12607.19089987967,False,Residential,False,2736.03419026173
Leo P & Jacqueline J Hofmeister,Rental- Residential,3335 BROAD ST #6-7,2000-12-28,2018-12-28,,Residential Rental,Rental,-120.648870524594,35.259647798171,9199,1,R-2,004-601-070,174830.0224044298,False,Residential,False,7561.8331153121735
Leon And Jo Anne Bierly,Rental- Residential,1219 SOUTHWOOD DR,2010-09-10,2014-02-28,,Residential Rental,Rental,-120.639678596037,35.264862452283,5656,1,R-3,004-563-065,185323.2386382953,False,Residential,False,7738.991318928245
Leon E Taylor,Rental- Residential,470 LAWRENCE DR,2001-03-23,2010-02-28,,Residential Rental,Rental,-120.65686267522,35.264122457346,9114,1,R-1,004-932-013,7105.83079370577,False,Residential,False,4954.950343884453
Leon F Osteyee Tre Etal,Rental- Residential,1600 WILSON ST,2001-01-29,,,Residential Rental,Rental,-120.655630997325,35.291004943758,9167,0,R-1,001-061-014,6971.81982997964,False,Residential,False,3023.827328674985
Leon Vanbeurden,Rental- Residential,35 STENNER ST APT C,2001-03-26,2010-06-30,Residential Rental Property,Residential Rental,Rental,-120.663399508894,35.292458870036,9111,1,R-3,052-192-009,8761.388632886465,False,Residential,False,3191.9486345828955
Leon's Book Store,Home Occupation,1010 GOLDENROD LN,1982-07-01,2022-12-31,Internet Based Retail,General Retailer,Retail,-120.633664639953,35.243691726561,15954,1,R-1,053-400-022,7284.693078357303,False,Residential,True,14907.685895697652
Leonard & Diane Brink,Rental- Residential,1360 MARSH ST,2001-06-06,2006-07-20,,Residential Rental,Rental,-120.65514801019,35.283551804625,9039,1,O,002-334-015,6047.602903125721,False,Office,False,944.3977242428806
Leonard Lenger,Rental- Residential,585 LEFF ST,2010-09-10,,,Residential Rental,Rental,-120.661745715728,35.273344475255,5656,0,R-2,003-625-003,5416.937634221406,False,Residential,False,1295.61112290662
Leonard S Petersen,Rental- Commercial,1329 MONTEREY ST,1992-04-28,2014-10-14,,Commercial Rental Property,Rental,-120.656777997032,35.284508100736,12365,1,C,002-333-003,9259.511410124442,False,Commercial,False,850.8578508253954
"Leopold & Murphy DDS, Inc. dba SLO Smiles",Dental,878 WALNUT ST,1982-07-01,,DENTAL SERVICES,Professional Service,Service,-120.665460928549,35.284414532435,15954,0,O,002-293-017,16923.941294096905,False,Office,False,891.5573583699057
Les Smith,Rental- Residential,1106 OCEANAIRE DR APT 16,2006-01-17,2017-05-15,Residential Rental Property,Residential Rental,Rental,-120.693448199954,35.260804785786,7353,1,R-3,004-311-063,174443.82247309052,False,Residential,False,9839.806179367322
Lesa Jones Or Michael Olsten,Rental- Residential,1053 ISLAY ST,2010-09-10,,Rental- Residential,Residential Rental,Rental,-120.656562486358,35.277672552072,5656,0,R-3,003-553-025,7475.69232892017,False,Residential,False,912.6837902016724
Lesco Automotive Industries,Auto Mechanic/Detailer/Services,3535 S HIGUERA ST,2000-04-14,2022-04-15,,General Service,Service,-120.669515651286,35.253574528322,9457,1,C,053-252-080,184101.44886612767,False,Commercial,False,8222.714842520887
Leslee Rau,Beauty Salon,2447 CIMA CT,2003-04-23,2010-02-28,,General Service,Service,-120.660060273123,35.26558412243,8353,1,R-1,004-823-040,6822.660140523376,False,Residential,False,4136.993491549264
Leslie & Carl Cimino,Rental- Residential,186 DEL SUR WAY,2010-09-15,2017-07-31,Rental/residential,Residential Rental,Rental,-120.683780649329,35.292013456321,5651,1,R-1,052-361-023,6416.862287068903,False,Residential,False,6688.889177762087
Leslie A & Lissa L Beck,Rental- Residential,1222 PALM #A-C,2001-04-18,,Residential Rental Property,Residential Rental,Rental,-120.659045499383,35.284554941421,9088,0,R-3,001-221-022,7387.897116963886,False,Residential,False,485.3840019638415
Leslie E & Bonnie Wamsley,Rental- Residential,73 CONTENTA CT,2001-03-26,2006-07-12,,Residential Rental,Rental,-120.680036066438,35.24180014643,9111,1,R-1,053-263-074,3600.356281413761,False,Residential,False,13118.316975344938
Leslie F M Richards,Medical Services,845 DAHLIA LN,2002-11-13,2020-05-31,,Professional Service,Service,-120.640251968571,35.250554358469,8514,1,R-1,053-082-003,5986.971743736664,False,Residential,False,11746.681992693077
Leslie Hellewell,Rental- Residential,8 RENTAL PROPERTIES,2016-06-17,,Residential Rental Property,Residential Rental,Rental,-120.65634155273438,35.26453399658203,3549,0,R-1,004-932-015,7190.355462233589,False,Residential,False,4884.561593293666
Leslie Seaberg Trust,Rental- Residential,411 E FOOTHILL BLVD #4,2022-03-28,,Condo Rental,Residential Rental,Rental,-120.677861947146,35.294075250787,1439,0,R-2,052-155-036,7977.855571408006,False,Residential,False,5936.468142441344
Leslie's Taqueria,Food Store,290 CALIFORNIA BLVD,2024-05-29,,Mobile Food Services,General Retailer,Retail,-120.662672837325,35.293804909123,646,0,R-4,052-072-026,38862.00198886519,False,Residential,False,3637.7008134995754
"Leslyn Keith, O T",Medical Services,1061 MURRAY AVE,2015-06-23,2022-03-31,Compression garment fitting & sales; book sales; consultation,Professional Service,Service,-120.665400550111,35.290871015027,3909,1,O,001-034-002,21842.225519096133,False,Office,False,2845.1287688004572
Let Henderson Do It,Home Occupation,1995 SAN LUIS DR,2009-02-03,2009-06-29,"Mobile Notary, Pick Up & Delivery Services",General Service,Service,-120.647542691285,35.289731213843,6240,1,R-1,001-252-007,8997.533253554555,False,Residential,True,4107.712168849407
"Let Us Lend A Hand, Inc.",Home Occupation,1085 PAULINE WAY,2008-06-09,2013-06-17,Senior Assistance Services,General Service,Service,-120.652037341102,35.272115907107,6479,1,R-1,003-676-052,911.882434939444,False,Residential,True,3342.220425247514
Let's Face It,Home Occupation,1684 KNOLL DR,2007-02-21,2009-12-21,Custom Mosaic Tile,General Service,Service,-120.635098206832,35.267991411105,6953,1,R-1,004-521-016,12637.635755456982,False,Residential,True,8090.266710164931
Let's Party,Retail,9 SANTA ROSA ST,2007-05-03,2021-09-03,Party Store,General Retailer,Retail,-120.668107,35.293413,6882,1,C,052-174-039,10508.190972954031,False,Commercial,False,4046.573943216475
Leticia N Style,Retail,1265 LAUREL LN,2006-10-10,2007-11-27,Clothes And Shoes,General Retailer,Retail,-120.640070242303,35.2659071275,7087,1,C,004-961-087,94157.21015825246,False,Commercial,False,7389.047375373454
Leticia Staton Hair,Beauty Salon,3680 BROAD ST SUITE 102,2022-12-14,,Beauty,General Service,Service,-120.645181896129,35.252410618219,1178,0,C,053-231-046,66758.57384749438,False,Commercial,False,10366.214894664903
LeTorik's SLO-Condo,Rental- Residential,1041 SOUTHWOOD DR UNIT E,2022-03-24,,Condo Rental,Residential Rental,Rental,-120.641304152545,35.265412421657,1443,0,R-3,004-960-049,25179.4966152406,False,Residential,False,7257.943042717474
Lets Network/Secret Shopper,Home Occupation,1583 CUCARACHA CT,1992-09-21,2009-08-01,,Professional Service,Service,-120.694766963369,35.257664640016,12219,1,R-1,053-114-008,6702.881549445085,False,Residential,True,10837.345368834849
Letter And Grain,Retail,1019 MORRO ST,2016-08-23,2018-10-11,"Retail Shop Selling Home Decor, Gifts, Custom Items",Downtown Association,Downtown Association,-120.662096081768,35.280965466094,3482,1,C,002-425-010,8083.234207227231,True,Commercial,False,0.0
Letterbank,Retail,1107 JOHNSON AVE,2001-09-10,2010-10-30,,General Retailer,Retail,-120.656514521762,35.283489812105,8943,1,O,002-332-016,6651.085592660643,False,Office,False,596.5356424338867
Level 3 Communications,Communications,3050 BROAD ST STE 113,2006-01-11,,Communications,General Service,Service,-120.650547974536,35.26217808185,7359,0,C,053-196-009,52276.015984575344,False,Commercial,False,6522.177516616115
"Level 3 Communications, LLC",Communications,254 GRANADA DR STE 100,2001-04-16,,Communications,Utilities/Transportation,Other,-120.667286096958,35.251180459249,9090,0,C,053-252-082,55791.35948301087,False,Commercial,False,9039.123494665178
LEVEL Studios,Advertising,3450 BROAD ST STE 107,1995-10-19,2010-09-20,,General Service,Service,-120.647183198731,35.256847306409,11096,1,M,053-231-015,98558.526567752,False,Manufacturing,False,8686.44642663586
"Level Studios, L L C",Misc Business Services,3450 BROAD ST STE 107,2010-10-08,2013-11-18,Digital Marketing & Technology Services,General Service,Service,-120.647183198731,35.256847306409,5628,1,M,053-231-015,98558.526567752,False,Manufacturing,False,8686.44642663586
Level Up Organizing,Home Occupation,3960 S HIGUERA ST #110,2021-06-03,,Organizational Services,General Service,Service,-120.673550392012,35.247099487768,1737,0,R-2,053-131-011,1040694.0422821196,False,Residential,True,10747.129610853883
Levi Seligman,Homestay,475 ISLAY ST UNIT B,2021-07-29,,Homestay rental,General Service,Service,-120.663930717996,35.273217313754,1681,0,R-2,003-622-008,7629.866204243221,False,Residential,False,1178.1304501304994
Levity Academy,Misc Business Services,207 SUBURBAN RD 4,2018-03-05,2020-04-18,Dance And Circus Arts Instruction,General Retailer,Retail,-120.669721691318,35.243960651067,2923,1,M,053-258-027,97807.88342507582,False,Manufacturing,False,11709.090888121817
Lewis Cordero,Rental- Residential,45 STENNER N,2010-09-08,,Sole Proprietorship,Residential Rental,Rental,-120.663399508894,35.292458870036,5658,0,R-3,052-192-009,8761.388632886465,False,Residential,False,3191.9486345828955
Lewis Financial,Financial Institution,559 MARSH ST,1982-07-01,2011-06-16,,Downtown Association,Downtown Association,-120.665528298722,35.276985948756,15954,1,C,003-517-010,2112.339926082439,True,Commercial,False,0.0
Lewis Maintenance Service,Home Occupation,1130 WALNUT ST,2006-08-10,2008-12-22,Yard And General Maintenance,General Service,Service,-120.662426824931,35.28621284615,7148,1,O,001-207-039,37803.68552019008,False,Office,True,932.0253594838265
Lewis Peterson LMFT,Counseling,1985 JOHNSON AVE,2015-07-22,,Marriage & Family Therapist,Professional Service,Service,-120.64921360593,35.277472887733,3880,0,O,003-578-016,5271.361789801912,False,Office,False,2747.722157002453
Lewis-Jacobs Living Trust,Rental- Residential,65 STENNER ST D,2015-03-17,2018-03-27,Condo Rental,Residential Rental,Rental,-120.663399508894,35.292458870036,4007,1,R-3,052-192-009,8761.388632886465,False,Residential,False,3191.9486345828955
Lexann Massoni,Rental- Residential,871 EL CAPITAN WAY,2006-07-17,2015-07-08,Renting 3 Bedrooms In A  House,Residential Rental,Rental,-120.641175344929,35.246818704155,7172,1,C,053-411-023,80475.7869741603,False,Commercial,False,12726.44381632148
Lexiam Consulting,Home Occupation,823 MURRAY AVE,2019-12-09,2023-06-01,Interior Design/Decorating Services,General Service,Service,-120.669058897408,35.290764864127,2279,1,R-1,001-022-004,6240.684512090075,False,Residential,True,3416.268357760811
