DBA,Business type,Bus address,Start date,Close date,License description,Rate type (STD),closure_time,censor,type,longitude,latitude
Mad Science Of Santa Barbara & San Luis Obispo,Home Occupation,2525 GAIL PL,4/16/2009,9/19/2013,Science Demonstrations Through After School Programs,General Service,6167,1,Service,-120.6550442,35.26613996
Madanat Financial Services,Home Occupation,2221 KING CT 32,6/21/2018,7/31/2020,Financial Planning And Investment Services,Professional Service,2814,1,Service,-120.6622385,35.26813782
Made Clean,Home Occupation,646 CAUDILL ST,6/1/2016,6/30/2017,"Pure, Simple And All Natural Products For The Family",General Manufacturer,3564,1,Other,-120.6555507,35.26644178
Made In SLO County,Retail,4104 VACHELL LN,7/1/1989,12/31/2021,Gift Basket Business,General Retailer,13396,1,Retail,-120.6756713,35.24320467
Madison Ashley Bonn,Beauty Salon,3680 BROAD ST STE 102,11/20/2023,7/27/2024,,General Service,836,1,Service,-120.6451819,35.25241062
"Madison Mason, Inc.","Computers, Sales & Service",546 CUESTA DR,3/14/2001,12/31/2014,,General Service,9122,1,Service,-120.6776133,35.29916144
Madison Santero,Beauty Salon,1351 MONTEREY ST,1/14/2020,7/12/2023,"Hair Stylist: Men & Women, Cut & Coloring",General Service,2242,1,Service,-120.6565062,35.28469364
Madre Interior Design,Home Occupation,243 CHORRO ST,1/25/2022,12/31/2024,"Interior/Exterior Design - Remodels, New Builds, Redecorating",General Service,1500,1,Service,-120.6691009,35.28803726
Maggie Makes It .Com,Manufacturing,680 MORRO ST B,7/12/2005,7/1/2020,Handmade Jewelry,General Retailer,7541,1,Retail,-120.6645385,35.2839401
Magliocchetti Rental,Rental- Residential,949 HUMBERT AVE,7/31/2020,9/8/2022,Rental Property,Residential Rental,2043,1,Rental,-120.6512422,35.26562555
Magnolia 313 Accounting Services,"Accounting,Auditing/CPA/Tax Service",820 WALNUT ST,3/12/2019,4/15/2022,"Accountancy - Bookkeeping, Acctg, C.F.O. Services, Taxes, Consulting",Professional Service,2550,1,Service,-120.6660993,35.28403873
Maidenstoen Wine Corporation,"Wholesale, Distributors",963 PEACH ST,6/22/2016,10/23/2019,Wine Sales,General Wholesaler,3543,1,Other,-120.6638309,35.28402223
Maier Rental Property,Rental- Residential,1082 SAN ADRIANO ST,9/2/2010,7/30/2025,Residential Rental Property,Residential Rental,5663,1,Rental,-120.7010963,35.26343839
Mainini Residential Rental,Rental- Residential,629 JEFFREY DR,9/13/2010,12/31/2021,Residential Rental,Residential Rental,5652,1,Rental,-120.680777,35.30090352
Mainland Machine Ltd,Repair Services,2930 MCMILLAN AVE STE E,7/1/1983,12/31/2018,,General Service,15588,1,Service,-120.6480356,35.26330901
Maino Brothers Corporation,Rental- Residential,339 PATRICIA DR,3/31/2022,5/24/2022,Office mgmt and Rental House,Residential Rental,1435,1,Rental,-120.6834056,35.2966699
Maison Marianne,Retail,970 CHORRO ST,8/9/2013,1/31/2024,Women's Clothing & Accessories,Downtown Association,4591,1,Downtown Association,-120.6637052,35.28093055
"Make The Grade, LLC",Education/School,2925 MCMILLAN AVE STE 218,8/6/2007,5/1/2024,Tutoring,General Service,6786,1,Service,-120.648176,35.26309656
Makeover Your Health/Rachel Romo,Home Occupation,1423 OSOS ST APT A,3/25/2010,10/15/2013,"Esthetician, Skin Care & Consulting",General Service,5824,1,Service,-120.6585893,35.27860102
makeSEA,Website Design,697 HIGUERA ST STE A,3/29/2021,6/1/2024,Web startup services,Downtown Association,1802,1,Downtown Association,-120.6645224,35.2788031
Maki Karp,Massage,560 HIGUERA ST STE F,6/29/2011,7/1/2011,Therapeutic Massage,Downtown Association,5363,1,Downtown Association,-120.666578,35.27769432
Malcolm And Nancy Kaiser,Rental- Residential,35 STENNER ST APT H,9/9/2010,4/18/2016,Residential Rental Property,Residential Rental,5656,1,Rental,-120.6633995,35.29245887
Malebridge Llc,Apparel/Accessories,10 SANTA ROSA ST 100,11/1/2004,7/28/2008,,General Retailer,7794,1,Retail,-120.6676649,35.29383987
Malibu Motors,Motor Vehicle Sales,2923 S HIGUERA ST STE 4,1/12/1993,6/11/2013,,General Wholesaler,12105,1,Other,-120.6689538,35.26069544
Malik Ismail,Rental- Residential,296 VIA SAN BLAS,10/28/2010,6/30/2018,Residential Rental Property,Residential Rental,5607,1,Rental,-120.6648804,35.25621502
Malissa Arceneaux,Rental- Residential,1519 TORO ST,7/2/2014,6/30/2017,Residential Rental Property,Residential Rental,4264,1,Rental,-120.6547339,35.27987506
Malissa Arceneaux,Homestay,1519 TORO ST,6/17/2014,12/31/2014,,Homestay Temporary TOT,4279,1,Hotel,-120.6547339,35.27987506
Malissa Wright,Massage,100 MADONNA RD,1/18/2018,6/23/2020,Massage Therapist,General Retailer,2968,1,Retail,-120.6737243,35.26588921
Maly's West Inc,"Wholesale, Distributors",3121 S HIGUERA ST STE G&H,1/31/2000,12/31/2011,,General Wholesaler,9530,1,Other,-120.6684583,35.25809378
Mama Concha Salsas,Home Occupation,646 PERKINS LN APT A,10/3/2008,6/30/2017,Sale Of Food Products - Salsa,General Retailer,6362,1,Retail,-120.6523985,35.26296118
Mama Ganache Artisan Chocolates,Retail,3845 S HIGUERA ST STE 122,11/1/2021,11/19/2023,Retail chocolate sales (items made at other location in SLO),General Retailer,1585,1,Retail,-120.6729014,35.2479274
Mamamorphosis,Medical Services,1141 PACIFIC ST SUITE F,11/2/2004,3/10/2020,Physical Therapist,Professional Service,7793,1,Service,-120.6575927,35.28067308
Management Solutions LLC,Consultant,1264 HIGUERA ST STE 211,4/28/2009,10/1/2016,Business Consultation And Management Services,General Service,6155,1,Service,-120.6570688,35.28336245
Mandarin Gourmet,Restaurant,1316 MADONNA RD,12/18/1985,12/31/2021,Restaurant,General Retailer,14687,1,Retail,-120.6897598,35.25708055
Manderscheid Properties,Rental- Residential,784 BUCHON + 788 BUCHON,4/12/2001,8/14/2006,,Residential Rental,9093,1,Rental,-120.6603814,35.27670189
Manduka LLC,Retail,202 TANK FARM RD C,4/15/2008,7/16/2009,Yoga Accessories-Online,General Retailer,6533,1,Retail,-120.668102,35.24686046
"Mangano Homes, An Affiliate Of",Real Estate Agent,735 TANK FARM RD STE 240,2/17/2006,8/30/2018,Real Estate Developer & Broker,General Service,7321,1,Service,-120.6420885,35.24863652
Mannikins Tailoring,Apparel/Accessories,1016 MORRO ST,7/1/1984,1/3/2025,Service,Downtown Association,15222,1,Downtown Association,-120.662001,35.28105374
Mantra CLothing,Home Occupation,2275 EXPOSITION DR,12/20/2020,9/27/2021,Sewing various clothing/DIY Screen printing for sale,General Retailer,1901,1,Retail,-120.6644772,35.26689452
Manuel & Debbie Dutra,Rental- Residential,567 BRIZZOLARA ST UNIT I,9/15/2010,6/17/2013,Residential Rental Property,Residential Rental,5650,1,Rental,-120.6688833,35.28020666
Manuel's Gardening,Gardening,1572 MADONNA RD #59,3/13/2017,12/13/2021,Gardening And Maintenance,General Service,3279,1,Service,-120.6932387,35.25557774
Manuel's Liquors,Liquor Store,2145 BROAD ST,7/1/1982,12/31/2019,,General Retailer,15953,1,Retail,-120.6571363,35.27043645
Manuele Photography,Home Occupation,1729 MORRO ST,3/23/2009,12/31/2010,Wedding And Portrait Photography,General Service,6191,1,Service,-120.6573697,35.27568838
Many Strengths P.T.,Home Occupation,4577 WAVERTREE ST,11/14/2012,10/26/2016,Personal Training & Physical Therapy Practices,General Service,4859,1,Service,-120.6286303,35.24582742
Manya Choboian,Rental- Residential,1712 VICENTE DR,10/15/2010,2/20/2018,residential Care Facility for the elderly,Residential Rental,5620,1,Rental,-120.6877928,35.25644218
Manzanita Enterprise,Contractor- General,1776 LIMA DR,6/20/2002,6/5/2013,,General Service,8659,1,Service,-120.6860556,35.2566914
Manzanita School Inc,Education/School,135 GRAND AVE 5 & 6,1/19/2006,7/2/2009,,Professional Service,7350,1,Service,-120.6531902,35.29543546
Mapsmith,Misc Business Services,680 CHORRO ST 5,3/22/2005,6/26/2007,,General Service,7653,1,Service,-120.6657276,35.28323818
Mar Rub Incorporated,Home Occupation,3230 DAISY LANE,11/6/2018,6/30/2021,Vending Machines - Snacks & Drinks,General Retailer,2676,1,Retail,-120.660307,35.256281
Maranatha Cleaning Service,Home Occupation,626 E FOOTHILL BLVD,11/13/2006,11/8/2007,House And Office Cleaning,General Service,7052,1,Service,-120.6748925,35.29416206
Marc & Catherine Natoni,Rental- Residential,220 KENTUCKY ST,11/9/2010,5/30/2017,Residential Rental Property,Residential Rental,5595,1,Rental,-120.65912,35.29501497
Marc Strange,Rental- Residential,3591 SACRAMENTO DR #12,11/1/2010,5/17/2019,Rental- Residential,Residential Rental,5603,1,Rental,-120.6420819,35.25520618
Marcel J & Margaret M Cote,Rental- Commercial,1131 BROAD ST,3/27/1992,7/24/2008,,Downtown Association,12396,1,Downtown Association,-120.6641866,35.27846972
Marcela's Homestore,Retail,3165 BROAD ST #118,7/20/2011,3/6/2018,Retail Sales - Home Furnishings,General Retailer,5342,1,Retail,-120.6502279,35.26153196
Marchant Enterprises LLC,Rental- Residential,3278 LAVENDER LN,4/1/2020,4/29/2022,Condo Rental,Residential Rental,2164,1,Rental,-120.6457202,35.2598893
Marci Adargo,Rental- Residential,470 PISMO ST,6/30/2008,7/1/2017,,Residential Rental,6457,1,Rental,-120.6654595,35.2748335
Marci Raes Designs,Misc Business Services,865 WALNUT ST 3,6/15/2006,6/20/2008,,General Service,7203,1,Service,-120.6655329,35.28423088
Marcia Beck,Beauty Salon,1050 BROAD ST,4/26/2006,9/1/2012,Cosmetologist,General Service,7253,1,Service,-120.6646358,35.27915878
Marcia Beckley Kane Cmt,Personal Services,1076 PACIFIC ST,2/5/2004,8/6/2007,,Downtown Association,8064,1,Downtown Association,-120.6584394,35.28030412
Marcia C Adams,Rental- Residential,155 LOMA BONITA DR,3/23/1992,6/30/2018,,Residential Rental,12400,1,Rental,-120.6671187,35.2618216
Marcia Hischier PT,Medical Services,370 OCONNOR WAY,1/28/2008,12/14/2009,Physical Therapist,Professional Service,6611,1,Service,-120.7140592,35.2894693
Marcia Nelson,Homestay,1730 SANTA ROSA ST,3/1/2014,1/1/2015,,Homestay Temporary TOT,4387,1,Hotel,-120.6550044,35.27713532
Marcia Wright Photography,Home Occupation,2221 KING CT UNIT 25,8/25/2006,3/31/2020,Photography Services,General Service,7132,1,Service,-120.6622385,35.26813782
Marcie Lowe,Rental- Residential,111 CUESTA DR,10/20/2009,12/31/2011,Rent My Home,Residential Rental,5980,1,Rental,-120.677118,35.29430505
"Marco J & Robie Rinaldi, SRFT",Rental- Residential,2860 LOS ALAMOS CT,9/15/2010,12/31/2014,Residential Rental Property,Residential Rental,5650,1,Rental,-120.6668526,35.26110134
Marcus Timothy Davidian,Personal Services,1709 BROAD ST,10/30/2017,11/6/2018,Tailoring Piecework And Production,General Service,3048,1,Service,-120.6602932,35.27413546
Marcy Norris P T,Business/ Services/ Professions,1310 OSOS ST,1/8/2016,5/31/2016,Physical Therapist,Contractor,3709,1,Service,-120.6592652,35.27955034
MARFARM,Designer/Illustrator/Decorator,430 GREEN GATE RD,8/1/2022,10/11/2024,"Interior design, landscape design, merchandise and furniture manufacturing",Professional Service,1312,1,Service,-120.6013667,35.20328115
Margaret Camara Rental,Rental- Residential,1610 OCEANAIRE DR,10/4/2010,6/30/2013,,Residential Rental,5631,1,Rental,-120.6840824,35.25913839
Margaret E O'Hara,Rental- Residential,2422 PARKLAND TER,12/28/2010,8/16/2022,Residential Rental Property,Residential Rental,5546,1,Rental,-120.6419067,35.27357711
"Margaret Hoyne Brown, L.M.F.T.",Counseling,1411 MARSH ST STE 201,7/9/2019,5/7/2021,Psychotherapy; Marriage & Family Therapist,Professional Service,2431,1,Service,-120.6541659,35.28407248
Margaret Morrissey,Personal Services,1880 SANTA BARBARA AVE,7/17/2003,6/19/2008,,Massage Therapist,8267,1,Service,-120.6561222,35.2746548
Margaret Quinn,Rental- Residential,212 VIA LA PAZ,9/7/2010,5/20/2019,,Residential Rental,5658,1,Rental,-120.6670989,35.25550046
Margaret S Young,Rental- Residential,45 CHORRO ST,4/12/2001,11/3/2016,,Residential Rental,9093,1,Rental,-120.6697805,35.29260281
Margaret Shepard,Home Occupation,1122 CALIFORNIA BLVD,7/8/2009,4/20/2012,"Marketing Consulting, Business Development, Copywriting, Etc.",General Service,6084,1,Service,-120.6537626,35.28533478
Margaret Shepard-Moore Personal Services,Professional,1122 California Blvd.,3/15/2023,1/29/2024,,General Service,1086,1,Service,-120.6537626,35.28533478
Margarita Woodward,Beauty Salon,1112 GARDEN ST,12/12/2001,12/14/2009,,Downtown Association,8849,1,Downtown Association,-120.6631692,35.27914589
Margarito Castillo,Rental- Residential,1941 DEVAUL RANCH DR,3/15/2019,6/30/2024,Residential Rental,Residential Rental,2547,1,Rental,-120.6925255,35.25272652
Margie And Michael Kunz,Rental- Residential,428 CORRIDA DR,8/8/2005,10/1/2012,,Residential Rental,7514,1,Rental,-120.6610072,35.26700969
Margo's Big Star Cleaning,Home Occupation,1850 JOHNSON AVE #1A,10/4/2006,9/11/2007,Janitorial Work - Cleaning Business' And Homes,General Service,7092,1,Service,-120.6500239,35.27859087
Marguerite,Business/ Services/ Professions,1075 COURT ST 16,1/6/1997,9/6/2006,,Downtown Association,10650,1,Downtown Association,-120.6614689,35.28107621
Marguerite Cleveland Trust,Rental- Residential,1127 FERNWOOD DR,7/18/2019,4/8/2024,Residential Rental Property,Residential Rental,2422,1,Rental,-120.6401315,35.26171474
Marguerite H Maxwell Trust,Rental- Residential,1160 ATASCADERO ST,11/16/2010,3/16/2011,Residential Rental Property,Residential Rental,5588,1,Rental,-120.6866102,35.25937264
Marguerite K Costigan,Home Occupation,3960 S HIGUERA ST SP 49,7/1/1982,12/31/2018,Fine-Art Visual Artist,General Service,15953,1,Service,-120.6735504,35.24709949
Maria B. Luzuriaga,Health Spa/Fitness,1265 OCEANAIRE DR,1/12/2023,3/27/2023,,General Retailer,1148,1,Retail,-120.6909859,35.26306663
Maria E Madrigal,Home Occupation,880 LEFF ST APT 5,5/26/2010,9/12/2011,"Floral Design, Design Consultant & Jewelry",General Retailer,5762,1,Retail,-120.6578236,35.27585723
Maria Eva Chavez,Beauty Salon,2040 PARKER ST,12/12/2001,7/31/2006,,General Service,8849,1,Service,-120.6691183,35.2715956
Maria Harkleroad,Health Spa/Fitness,1428 PHILLIPS LN # 300,12/6/2022,12/19/2022,,Massage Therapist,1185,1,Service,-120.6573534,35.28798882
Maria Ibarra,Retail,255 ELKS LN,7/13/2018,1/6/2021,Selling Mens And Womens Apparel,General Retailer,2792,1,Retail,-120.6737948,35.25745315
Maria R Furtado,Rental- Residential,2443 BROAD ST,3/26/1992,2/12/2007,,Residential Rental,12397,1,Rental,-120.6543839,35.26694873
Maria's Housecleaning,Home Occupation,11650 LOS OSOS VALLEY RD APT B,1/16/2008,6/30/2015,House Cleaning Services,General Service,6623,1,Service,-120.6892847,35.2551602
Marian Hoffman,Rental- Residential,2387 BOULEVARD DEL CAMPO,3/16/1992,8/14/2007,,Residential Rental,12407,1,Rental,-120.6492875,35.26970514
Marianne & James Culver,Rental- Residential,879 CHURCH ST,9/10/2013,6/30/2014,Residential Rental Property,Residential Rental,4559,1,Rental,-120.6570681,35.27497782
Marie Bacchetti,Rental- Residential,3057 GARIBALDI AVE,9/14/2010,5/30/2023,,Residential Rental,5651,1,Rental,-120.6493399,35.26191776
Marie J West,Massage,1428 PHILLIPS LN STE 300,8/21/2013,11/16/2020,Massage Therapist,Massage Therapist,4579,1,Service,-120.6573534,35.28798882
marigold + co.,Designer/Illustrator/Decorator,170 BUENA VISTA AVE,8/15/2022,10/14/2025,,General Retailer,1298,1,Retail,-120.6473627,35.2944037
Marigold Center,Rental- Commercial,3810 3980 BROAD ST,6/30/2017,3/31/2022,Commercial Rental Property,Commercial Rental Property,3170,1,Rental,-120.6431356,35.24865729
Marigold Center Llc,Rental- Commercial,3810-3990 BROAD ST,4/30/1997,6/30/2018,,Commercial Rental Property,10536,1,Rental,-120.6430584,35.24852464
Marilyn Barbarita,Rental- Residential,1631 MCCOLLUM ST,9/20/2010,6/30/2014,,Residential Rental,5645,1,Rental,-120.6554299,35.29413022
Marilyn Britton,Rental- Residential,526 HIGHLAND DR,9/10/2010,6/16/2011,Residential Property Rental,Residential Rental,5655,1,Rental,-120.676677,35.2984136
Marilyn Fidler,Rental- Residential,3960 S HIGUERA ST SP 96,12/1/2010,3/3/2014,Residential Rental Property,Residential Rental,5573,1,Rental,-120.6735504,35.24709949
Marilyn G. Pedroni,Rental- Residential,1866 LOOMIS ST,2/13/2001,5/22/2014,,Residential Rental,9151,1,Rental,-120.6523112,35.29240666
Marilyn Houghton,Rental- Residential,705 ISLAY ST,9/10/2010,5/1/2015,Residential Rental Property,Residential Rental,5655,1,Rental,-120.6608635,35.27507149
Marilyn Nelson Cockshott,Rental- Commercial,690 HIGUERA ST,5/1/1992,9/30/2025,Commercial Rental Property,Downtown Association,12361,1,Downtown Association,-120.6646745,35.27885324
Marilyn Sullivan,Rental- Residential,561 LUNETA DR,12/28/2010,8/11/2020,Residential Rental Property,Residential Rental,5546,1,Rental,-120.6755275,35.2914043
Marina Marsh's Fine Art,Home Occupation,2196 RACHEL ST UNIT A,11/1/2023,4/24/2025,,General Retailer,855,1,Retail,-120.6535865,35.27157151
Marina's Business,Home Occupation,1750 PREFUMO CANYON RD #91,1/20/2022,12/31/2023,Cleaning Houses & Offices,General Service,1505,1,Service,-120.7012179,35.26129631
"Marine Layer, Inc.",Retail,844 MONTEREY ST,9/7/2016,1/12/2024,Retail Clothing Store,Downtown Association,3466,1,Downtown Association,-120.6632342,35.28071829
Marion B Strong,Rental- Residential,6 LOCATIONS-RENTAL PROPERTY,3/21/2001,7/27/2006,,Residential Rental,9115,1,Rental,0.0,0.0
Marisa Webster,Massage,DIVINE DAY SPA,2/14/2007,9/25/2008,,Downtown Association,6959,1,Downtown Association,-120.6563416,35.26453399658203
Marjorie Alameda,Rental- Residential,2220 EXPOSITION DR #74,10/21/2010,8/1/2018,000865215330,Residential Rental,5614,1,Rental,-120.6645379,35.26883196
Marjorie C Stober,Rental- Residential,1121 ISLAY ST,3/30/1992,7/13/2007,,Residential Rental,12393,1,Rental,-120.6554689,35.27833474
Mark & Elena Wohlfarth Trust,Rental- Residential,1690 HILLCREST PL,2/14/2022,5/5/2025,Residential Renta;,Residential Rental,1480,1,Rental,-120.6546274,35.29054184
Mark & Kerry Nicodemus,Rental- Residential,750 CHORRO ST #10,9/3/2010,12/31/2014,,Residential Rental,5662,1,Rental,-120.6652144,35.28265378
Mark & Sandi Investment,Rental- Residential,911 EL CAPITAN WAY,10/19/2010,4/8/2016,,Residential Rental,5616,1,Rental,-120.6407192,35.24699255
Mark A Angelo,Rental- Residential,764 MURRAY AVE,6/27/2001,8/7/2006,,Residential Rental,9017,1,Rental,-120.6703733,35.29088556
Mark And Kim Kelly,Rental- Residential,1185 E FOOTHILL BLVD APT 1,9/14/2010,5/4/2016,rental-residential,Residential Rental,5651,1,Rental,-120.6642887,35.29476518
Mark Asmus,Beauty Salon,1050 BROAD ST,1/12/2001,12/31/2022,,Downtown Association,9183,1,Downtown Association,-120.6646358,35.27915878
Mark Bailey,Rental- Residential,1230 SYLVIA CT,9/20/2010,10/29/2012,Residential Rental Property,Residential Rental,5645,1,Rental,-120.6490179,35.27168246
Mark Cano,Contractor- General,3960 S HIGUERA ST SP 202,3/14/2019,7/15/2019,General Contractor - Building & Repairing,Contractor,2548,1,Service,-120.6735504,35.24709949
Mark D & Jacque L Winger,Rental- Residential,2052 JOHNSON AVE,4/10/2001,6/1/2025,Rental-Residental,Residential Rental,9095,1,Rental,-120.6483725,35.27672031
Mark D Lambert,Rental- Residential,25 STENNER ST APT B,1/10/2001,8/20/2007,,Residential Rental,9185,1,Rental,-120.6633995,35.29245887
