,DBA,Business type,Bus address,"Bus City, State",Start date,Close date,Account #,Owner Name 1,License description,Rate type (STD),type,long,lat,closure_time,censor,zone,parcel
8032,Kim Wurster,Rental- Residential,9 LOCATIONS-PROPERTY RENTAL,"SAN LUIS OBISPO, CA 93401",1992-07-02,,5688,"Wurster, Kim",Rentals,Residential Rental,Rental,,,12300,0,,
8033,Kim Wurster,Rental- Residential,6 LOCATION PROPERTY RENTALS,"SAN LUIS OBISPO, CA 93401-2760",2000-05-01,,8081,Robert and Kim Wurster,Residential Realestate,Residential Rental,Rental,,,9440,0,,
8034,Kimball Motor Company,Retail,1423 CALLE JOAQUIN,"SAN LUIS OBISPO, CA 93405-7207",1982-07-01,2012-04-24,48403,"Kimball, James",Auto Dealership,General Retailer,Retail,-120.680560130583,35.248127306935,15954,1,C-S,053-151-024
8035,Kimberley Wormley,Rental- Residential,1338 VEGA WAY,"SAN LUIS OBISPO, CA 93405-4815",2010-09-22,,109106,"Wormley, Kim",Rental - Residential,Residential Rental,Rental,-120.699445481347,35.266168570869,5644,0,R-1,004-293-022
8036,"Kimberli Andridge, PsyD",Counseling,599 HIGUERA ST STE F5,"SAN LUIS OBISPO, CA 93401-3853",2023-12-20,,120245,"Partnership, Piuma",Psychologist,Downtown Association,Downtown Association,-120.665719991975,35.278070023043,807,0,C-D,003-511-014
8037,Kimberly Allen,Rental- Residential,2 RENTAL LOCATIONS,"SAN LUIS OBISPO, CA 93401-2661",1992-03-27,,4769,"allen, kimberly d",Rental-Residential,Residential Rental,Rental,,,12397,0,,
8038,Kimberly Allen Homestay,Homestay,710 CHURCH ST UNIT B,"SAN LUIS OBISPO, CA 93401-4469",2019-01-14,,115486,"Allen, Kimberly",Homestay,General Service,Service,-120.659534936803,35.273628192478,2608,0,R-2,003-634-014
8039,Kimberly Dimbat,Rental- Residential,3444 BULLOCK LN,"SAN LUIS OBISPO, CA 93401-7116",2021-02-01,,117281,"Dimbat, Kimberly",Residential rental property,Residential Rental,Rental,-120.642199532083,35.258949824756,1859,0,R-2,053-072-035
8040,Kimberly L. Miller,Counseling,3220 S HIGUERA ST STE 306,"SAN LUIS OBISPO, CA 93401-6987",2009-04-16,,106927,"Miller, Kimberly",Therapy,Professional Service,Service,-120.66872252079,35.256658784143,6168,0,O,053-041-039
8041,Kimberly Lackore,Rental- Residential,1815 SOLA CT,"SAN LUIS OBISPO, CA 93405-6845",2023-08-01,,119884,"Lackore, Kimberly K",Rental,Residential Rental,Rental,-120.688039642216,35.254966497811,948,0,R-1,004-422-014
8042,Kimberly McIntyre,Rental- Residential,2230 EXPOSITION DR #33,"SAN LUIS OBISPO, CA 93401-5546",2010-12-28,,109850,"McIntyre, Kimberly",Residential Rental Property,Residential Rental,Rental,-120.664540359507,35.268521687706,5547,0,R-4,004-820-086
8043,Kimberly Ramsay,Beauty Salon,3596 BROAD ST STE 100,"SAN LUIS OBISPO, CA 93401-7237",2008-06-02,2009-05-01,106323,"Ramsay, Kimberly",,General Service,Service,-120.645844077805,35.254039349607,6486,1,C-S,053-234-001
8044,"Kimberly Richards, L M F T",Professional,1333 JOHNSON AVE,"SAN LUIS OBISPO, CA 93401-3313",2018-01-05,,114744,"Richards, Kimberly",Psychotherapy With Individuals And Families,Professional Service,Service,-120.655036766827,35.282029508152,2982,0,C-C,002-341-020
8045,Kimberly Tinsley LCSW,Professional,1531 HIGUERA ST,"SAN LUIS OBISPO, CA 93401-2592",2025-08-01,,121605,"Tinsley, Kimberly R",,Professional Service,Service,-120.653516729722,35.285576798293,217,0,O,001-235-003
8046,Kimberly Wallace,Home Occupation,3122 ROCKVIEW PL B,"SAN LUIS OBISPO, CA 93401-6744",2023-09-14,2024-07-01,120034,"Wallace, Kimberly","Massage, bodywork, sound, and energy therapy",General Retailer,Retail,-120.651618634803,35.260696760441,904,1,R-2,004-587-010
8047,Kimberly's Global Real Estate Corporation,Property Management,1925 DIABLO DR,"SAN LUIS OBISPO, CA 93405-4758",2021-03-04,,117124,"DeGroot, Kimberly Conti",Property Management,General Service,Service,-120.707046026785,35.263832551008,1828,0,R-1,067-220-007
8048,Kimberlyn Williams,Rental- Residential,138 CERRO ROMAULDO AVE,"SAN LUIS OBISPO, CA 93405-1222",2022-03-28,,118389,"Williams, Kimberlyn",Residential Rental,General Retailer,Retail,-120.685377656677,35.295208821941,1439,0,R-1,052-312-023
8049,Kimberlys Global Real Estate Corp,Real Estate Agent,1243 MONTEREY ST 101,"SAN LUIS OBISPO, CA 93401-3103",2006-04-06,2016-01-30,17634,"Conti, Kimberly",Real Estate Brokerage,General Service,Service,-120.657926411175,35.283731029868,7274,1,C-R,002-331-018
8050,Kinder Functional Nutrition,Business/ Services/ Professions,1264 HIGUERA ST STE 102,"SAN LUIS OBISPO, CA 93401-3124",2017-03-01,2018-12-31,114176,"Kinder, Courtney",Nutrition Counseling,General Service,Service,-120.657068811566,35.283362447094,3292,1,O,002-331-017
8051,Kindercare Education At Work,Child Care/Day Care,651 TANK FARM RD,"SAN LUIS OBISPO, CA 93401-7096",2016-11-22,2019-05-31,114035,"Thompson, Paul",Child Day Care - Management,General Service,Service,-120.645693573382,35.247267284507,3391,1,BP,053-422-008
8052,Kindra Ann Events,Home Occupation,983 PEACH ST,"SAN LUIS OBISPO, CA 93401-2720",2021-10-07,2022-06-27,117589,"Fulton, Kindra Ann",Event & Wedding Coordinator,General Service,Service,-120.663665772803,35.284120497442,1611,1,O,002-312-004
8053,Kinergy Financial,Home Occupation,29 CHUPARROSA DR,"SAN LUIS OBISPO, CA 93401-7411",2025-07-25,2025-11-18,121725,"Cisneros, Trina",,General Service,Service,-120.677638298602,35.244827440945,224,1,R-1,053-272-015
8054,King Company,Misc Business Services,221 ALMOND ST,"SAN LUIS OBISPO, CA 93405-2301",2006-03-21,2010-09-30,17609,"King, Judy",,General Service,Service,-120.670378552222,35.288117672347,7290,1,R-1,001-101-034
8055,King Ct. Condo Rental,Rental- Residential,2221 KING CT # 7,"SAN LUIS OBISPO, CA 93401-5100",2019-12-23,,118142,"Tringali, Tim P",Rental-Residential,Residential Rental,Rental,-120.66223849037,35.268137823322,2265,0,R-4,004-826-041
8056,King Family Trust,Misc Business Services,783 HUMBERT AVE #B,"SAN LUIS OBISPO, CA 93401",2015-04-03,2017-10-12,112713,"Smith, Mark",Rental-Warehouse - Storage Use,General Service,Service,-120.65173524102,35.265370714084,3990,1,C-R,004-951-011
8057,King Gardening Services,Home Occupation,1394 FERNWOOD DR,"SAN LUIS OBISPO, CA 93401-5911",1998-07-16,,10911,"King, Mark S",Landscape maintenance,General Service,Service,-120.638142841132,35.264788739096,10095,0,R-1,004-571-001
8058,King Tutoring Services,Home Occupation,2048 WARD ST,"SAN LUIS OBISPO, CA 93401-5149",2018-06-29,,115097,"King, Cassandra M",Tutoring,General Service,Service,-120.65990213596,35.271697093843,2807,0,R-2,003-743-005
8059,Kings View,Counseling,4111 BROAD ST STE 110,"SAN LUIS OBISPO, CA 93401-8742",2025-07-07,,121525,"Nugent Divine, Amanda",,General Service,Service,-120.642157959871,35.246574185199,242,0,BP,053-415-001
8060,Kingston And Carol Leong Property,Rental- Residential,11295 LOS OSOS VALLEY RD #17,"SAN LUIS OBISPO, CA 93405-6307",2010-08-30,,108089,"Leong, Kingston Lh & Carol J",Rental-Residential,Residential Rental,Rental,-120.694403854542,35.260057054488,5667,0,R-3,053-115-066
8061,Kingston International Inc,Misc Business Services,222 ELKS LN,"SAN LUIS OBISPO, CA 93401-5434",2003-08-14,2008-06-12,14288,"Varsha, Alon",,General Retailer,Retail,-120.672066465993,35.261293044637,8240,1,C-C,053-011-027
8062,Kiniry family trust- Rebecca Kiniry,Rental- Residential,247 E FOOTHILL BLVD,"SAN LUIS OBISPO, CA 93405-1539",2014-11-18,,112421,"Kiniry, Rebecca",Residential Rental Property,Residential Rental,Rental,-120.681956010003,35.294085864609,4126,0,R-1,052-141-079
8063,Kinship Midwifery,Medical Services,1135 MARSH ST,"SAN LUIS OBISPO, CA 93401-3323",2022-05-02,2026-02-25,118722,"Clark, Alia",Prenatal & Postpartum and Reproductive Care in Office,Professional Service,Service,-120.658087712116,35.281481427534,1404,1,O,002-445-004
8064,Kiosk Operations #5478,"Accounting,Auditing/CPA/Tax Service",11990 LOS OSOS VALLEY RD,"SAN LUIS OBISPO, CA 93405-6861",2011-07-13,2013-03-30,110230,Kiosk Operations #5478,Retail Wireless Phone Kiosk Inside Target,General Retailer,Retail,-120.686131223498,35.251120795663,5350,1,C-R,053-152-011
8065,KIPs Kids Improvement Programs,Recreation-Instruction/Training,21 ZACA LN STE 100,"SAN LUIS OBISPO, CA 93401-7344",2009-04-10,2010-10-27,106909,"Jansse, Tess",Private Gymnastics And Physical Fitness For Special Needs,Professional Service,Service,-120.673276426794,35.251164608965,6174,1,C-S,053-051-053
8066,Kique's Smash Burgers,Home Occupation,860 HUMBERT AVE # 106,"SAN LUIS OBISPO, CA 93401-5742",2024-10-31,2025-04-24,120828,"Alvarado Chavez, Enrique",,General Service,Service,-120.651352987927,35.265704107175,491,1,C-R,004-924-013
8067,Kirby Rental,Rental- Residential,844 MURRAY AVE,"SAN LUIS OBISPO, CA 93405-1737",2010-11-01,2014-07-31,109612,"Kirby, Catherine D",Residential Rental Property,Residential Rental,Rental,-120.668473179152,35.290879455476,5604,1,R-1,001-021-007
8068,Kirby Service And Supply,Retail,285 SOUTH ST STE O,"SAN LUIS OBISPO, CA 93401-5037",1998-05-11,2018-06-30,10748,"Plant, Terry",,General Retailer,Retail,-120.666512357292,35.269446852791,10161,1,C-S,004-811-025
8069,Kirby Shaw,Rental- Residential,2893 FLORA ST,"SAN LUIS OBISPO, CA 93401-4625",2013-06-30,,109663,"Shaw, Kirby",Residential Rental Property,Residential Rental,Rental,-120.63925726303,35.269926622682,4632,0,R-1,004-391-002
8070,Kirk & Brenda Moore,Rental- Residential,1147 CORAL ST,"SAN LUIS OBISPO, CA 93405-6537",2008-05-14,2014-04-28,106287,"Moore, Kirk & Brenda",,Residential Rental,Rental,-120.686640584006,35.259996534085,6505,1,R-1,004-468-005
8071,Kirk & Linda Spiegel,Rental- Residential,4 LOCATION PROPERTY RENTALS,"SAN LUIS OBISPO, CA 93401-2760",1992-03-16,,4208,"Spiegel, Kirk & Linda",Residential Rental Property,Residential Rental,Rental,,,12408,0,,
8072,Kirk Di Cicco,Rental- Residential,580 LAWRENCE DR,"SAN LUIS OBISPO, CA 93401-5612",2010-09-14,2011-01-01,108747,"Di Cicco, Kirk",,Residential Rental,Rental,-120.654839006695,35.264129586583,5652,1,R-1,004-941-026
8073,"Kirk J. Azevedo, D.C.",Professional,1428 PHILLIPS LN # 300,"SAN LUIS OBISPO, CA 93401-2552",2025-05-01,,121284,"Azevedo, Kirk J",Physician,Professional Service,Service,-120.657353415805,35.287988822369,309,0,O,001-131-008
8074,Kirk LLC,Business Management,997 MONTEREY ST #300,"SAN LUIS OBISPO, CA 93401-6202",2017-10-30,2018-01-08,114632,"Perron, Kirk J",Conglomerate Office,Downtown Association,Downtown Association,-120.661362087288,35.281683334152,3049,1,C-D,002-431-010
8075,Kirsten Angeliyan Marriage and Family Therapy,Home Occupation,4103 BERNARDO DR,"SAN LUIS OBISPO, CA 93401-6250",2023-09-01,,119936,Kirsten Angeliyan Marriage and Family Therapy,Professional Counseling Practice,Professional Service,Service,-120.6338,35.252381,917,0,R-1,004-708-017
8076,Kirsten Came,Personal Services,188 TANK FARM RD,"SAN LUIS OBISPO, CA 93401-7528",2005-05-24,2008-06-25,17043,"Came, Kirsten",,Massage Therapist,Service,-120.668508276833,35.246860459744,7591,1,C-S,053-251-067
8077,"Kirsten Lowry, Ph.D.,",Medical Services,1264 HIGUERA ST STE 206,"SAN LUIS OBISPO, CA 93401-3124",2013-05-10,2015-01-23,111453,"Lowry, Kirsten",Psychotherapy & Psychological Assessment Services,Professional Service,Service,-120.657068811566,35.283362447094,4683,1,O,002-331-017
8078,Kirt & Sandy Andrus,Rental- Residential,513 JEFFREY DR,"SAN LUIS OBISPO, CA 93405-1003",2010-09-30,,109183,"Andrus, Kirt Or Sandy",Rental,Residential Rental,Rental,-120.68077694495,35.298505201867,5636,0,R-1,052-442-010
8079,Kismet Fitness,Health Spa/Fitness,198 SOUTH ST,"SAN LUIS OBISPO, CA 93401-5034",2025-02-01,,121022,"Pomfret, David",Group excercise instruction focused on creating a safe & welcome space for women & non-binary folks.,General Service,Service,-120.668007490449,35.269567457512,398,0,C-S,003-721-045
8080,Kit Fox Vending,Home Occupation,1612 KAREN DR,"SAN LUIS OBISPO, CA 93405-6250",2009-09-09,2019-08-24,107242,"Johnson, K.C. (Katrinka)",Vending Machines - Non-Perishable Snacks And Drinks,General Retailer,Retail,-120.699354647058,35.261270123456,6022,1,R-2,053-111-057
8081,Kitamura Family Trust,Rental- Residential,2250 KING CT 55/68,"SAN LUIS OBISPO, CA 93401",2015-10-26,,113160,"Kitamura, Bob",Residential Rental,Residential Rental,Rental,-120.662098138522,35.268095759459,3784,0,R-4,004-824-091
8082,Kitamura Family Trust,Rental- Residential,3030 JOHNSON AVE,"SAN LUIS OBISPO, CA 93401-5807",2023-01-01,2023-09-22,119551,"Kitamura, Bob",,Residential Rental,Rental,-120.639019134683,35.268639277234,1160,1,R-1,004-971-026
8083,"Kitchell/CEM, Inc.",Professional,1540 MARSH ST STE 150,"SAN LUIS OBISPO, CA 93401-2936",2012-11-14,,111189,"Davila, Maria","Construction Management, Engineering & Architectural Services",Professional Service,Service,-120.653080592073,35.284909378753,4860,0,O,001-235-012
8084,Kitchen & Bath Works,"Wholesale, Distributors",202 TANK FARM RD STE H2,"SAN LUIS OBISPO, CA 93401-7520",2012-04-02,2020-02-29,110760,"Luhr, Erika",Cabinet & Kitchen & Bath Supply Sales,General Wholesaler,Other,-120.668101972875,35.246860459719,5086,1,C-S,053-251-067
8085,Kitchen & Vine,Restaurant,3897 S HIGUERA ST,"SAN LUIS OBISPO, CA 93401-7438",2022-02-15,,117955,Rest and Feast LLC,Cafe Restaurant. Counter Service,General Retailer,Retail,-120.673513537971,35.246901900003,1480,0,R-2,053-131-011
8086,Kitty Goodspeed Hair,Beauty Salon,2103 BROAD ST,"SAN LUIS OBISPO, CA 93401-5204",2016-01-06,2016-09-29,113314,"Goodspeed, Karen",Hair Styling & Color Service - Independent Contractor,General Service,Service,-120.657639025252,35.271083282672,3712,1,C-N,003-746-029
8087,"Kiva SLO, LP",Property Management,1150 LAUREL LN # 130,"SAN LUIS OBISPO, CA 93401-8612",2023-08-01,2024-04-09,120218,"Smith 2004 Living Trust, The Patrick N",,General Service,Service,-120.642739113919,35.262515584786,948,1,O,004-962-036
8088,Kiwi Ashby Photography,Home Occupation,280 DEL MAR CT ],"SAN LUIS OBISPO, CA 93405-1504",2009-06-19,,107092,"Ashby, Kiwi",On Location Portrait Photography,General Service,Service,-120.681919031651,35.292175456189,6104,0,R-1,052-142-071
8089,Kjs Sams Inc,Beauty Salon,774 E FOOTHILL BLVD C,"SAN LUIS OBISPO, CA 93405-1618",1991-10-07,2010-07-21,3352,"Stegall, Kelly & Jim",,General Service,Service,-120.672236738192,35.294155455394,12569,1,"83    C-C
83    C-C
83    C-C
Name: zone, dtype: object",052-041-079
8090,"KKB-BRO, LLC",Rental- Residential,1459 NOVENO AVE,"SAN LUIS OBISPO, CA 93401-6216",2022-03-24,2023-04-14,118329,"Chau, Lynn",Rental Property,Residential Rental,Rental,-120.636568851715,35.260566037703,1443,1,R-2,004-712-027
8091,Klein Tyler Design,Education/School,104 TWIN RIDGE DR,"SAN LUIS OBISPO, CA 93405-1074",2018-02-22,,114822,"Tyler, Jim",Art Lessons,General Service,Service,-120.686776106579,35.30633330579,2934,0,R-1,052-520-047
8092,Kloz-a Work Of Art,Apparel/Accessories,1021 MORRO ST,"SAN LUIS OBISPO, CA 93401-3272",1996-10-11,2009-10-08,9287,,,Downtown Association,Downtown Association,-120.662077286075,35.280944164303,10738,1,C-D,002-425-010
8093,Kluge IRA,Rental- Residential,2975 ROCKVIEW PL,"SAN LUIS OBISPO, CA 93401-6760",2022-01-06,,117801,"Kluge, Arthur J",Residential Rentals,Residential Rental,Rental,-120.652658471165,35.261820665148,1520,0,R-2,004-588-001
8094,Knapp Shoes,Apparel/Accessories,53 CHORRO ST,"SAN LUIS OBISPO, CA 93405-1778",1982-07-01,2006-07-12,48979,,,General Service,Service,-120.669780845638,35.292261898977,15954,1,R-1,052-173-014
8095,KNB Advertising Specialties,Advertising,233 GRANADA DR UNIT A,"SAN LUIS OBISPO, CA 93401-7342",1982-07-01,2022-06-30,47107,"Block, K",Advertising Specialty Sales,General Service,Service,-120.667701882929,35.251065867889,15954,1,C-S,053-252-035
8096,Knecht's Plumbing & Htg Rntls,Rental- Commercial,3548 EMPLEO ST,"SAN LUIS OBISPO, CA 93401-7333",1997-05-01,,9744,,,Commercial Rental Property,Rental,-120.668475869474,35.251917663582,10536,0,C-S,053-252-020
8097,Knechts Plumbing & Heating,Contractor- Specialty,60 ZACA LN,"SAN LUIS OBISPO, CA 93401-7344",1986-03-11,,49005,"N/A,",Plumbing and Heating Contractor,Contractor,Service,-120.672337922534,35.250916807094,14605,0,C-S,053-051-065
8098,Knight & Sons Inc,Contractor- General,3159 BROAD ST 3,"SAN LUIS OBISPO, CA 93401",1986-04-18,2008-07-31,49018,"N/a,",,Contractor,Service,-120.650251088106,35.261562812948,14567,1,C-S,004-583-038
8099,"Knight And Sons, Inc",Contractor- General,260 OCONNOR WAY,"SAN LUIS OBISPO, CA 93405-7891",2010-03-25,2025-04-01,107654,"Knight, Clay",Contractor,Contractor,Service,-120.712629480779,35.28752572103,5825,1,C/OS,067-091-018
8100,Knight Creative House,Home Occupation,2250 KING CT #60,"SAN LUIS OBISPO, CA 93401-5506",2021-02-02,2022-06-19,117061,"Knight, Damien",Landscape Architectural Design,Professional Service,Service,-120.662098138522,35.268095759459,1858,1,R-4,004-824-091
8101,Knighton Homestay,Hotels and Motels,1106 OCEANAIRE DR #13,"SAN LUIS OBISPO, CA 93405-4940",2017-05-03,2018-06-30,114268,"Knighton, Kacianne",Homestay Air Bnb Rental,General Service,Service,-120.693448199954,35.260804785786,3229,1,R-3,004-311-063
8102,Knights Properties LLC,Rental- Residential,1621 MCCOLLUM ST,"SAN LUIS OBISPO, CA 93405-2037",2022-03-28,2023-05-19,118370,"Lue, Jamie",Home Rental,Residential Rental,Rental,-120.655677255243,35.294130862966,1439,1,R-1,052-324-006
8103,Knobbe Martens Olson & Bear Llp,Legal Services,1114 MARSH ST,"SAN LUIS OBISPO, CA 93401-3324",2000-01-28,2008-07-23,11891,"Natawpsky, Steven",,Downtown Association,Downtown Association,-120.658462686988,35.281396271341,9534,1,C-R,002-437-030
8104,Knokey Rental,Rental- Residential,319 HIGHLAND DR,"SAN LUIS OBISPO, CA 93405-1112",2010-09-10,,108515,"Knokey, Ann K",ann knokey,Residential Rental,Rental,-120.6802684,35.2980514,5656,0,R-1,052-452-001
8105,"Knowing You Matter, Inc",Miscellaneous Business,860 PACIFIC ST 103,"SAN LUIS OBISPO, CA 93401-3697",2023-01-26,,119470,,,Downtown Association,Downtown Association,-120.660848351983,35.278848909251,1135,0,O,003-527-030
8106,Knowles Family Rentals,Rental- Residential,334 HIGHLAND DR,"SAN LUIS OBISPO, CA 93405-1113",2021-09-01,,118471,"Knowles, Robert A",Rental Property,Residential Rental,Rental,-120.6798273,35.2984701,1647,0,R-1,052-451-023
8107,Knuenergy,Recreation-Instruction/Training,1688 TONINI DR 42,"SAN LUIS OBISPO, CA 93405-7437",2023-06-01,,119825,"Paniagua, Norman",Certified Health Coach,General Retailer,Retail,-120.691693365037,35.255244340555,1009,0,R-3,053-513-041
8108,Kobata Financial,Financial Institution,1460 HIGUERA ST 102,"SAN LUIS OBISPO, CA 93401-2962",1996-06-26,2011-06-16,9031,"Kobata, Nelson",,General Service,Service,-120.654367919865,35.285150001225,10845,1,O,001-231-019
8109,"Koble Collaborative, Inc.",Home Occupation,2761 JOHNSON AVE,"SAN LUIS OBISPO, CA 93401-5347",2022-09-21,,119187,"Berg, Carolyn K",Consulting,Professional Service,Service,-120.642354842332,35.269749561121,1262,0,R-1,003-772-016
8110,Kobylenski-945 West Rental,Rental- Residential,945 WEST ST,"SAN LUIS OBISPO, CA 93405-1715",2022-01-31,,117861,"Kobylenski, Ken",Residential Rental,Residential Rental,Rental,-120.66766513068,35.289931934369,1495,0,R-1,001-023-044
8111,Kochprapha Rental,Rental- Residential,551 HATHWAY AVE,"SAN LUIS OBISPO, CA 93405-2421",2010-11-01,,109614,"Kochprapha, Elizabeth P W",Rental - Residential,Residential Rental,Rental,-120.661534696743,35.289147375738,5604,0,R-2,001-041-015
8112,KOCK - Tassajara Drive Rental,Rental- Residential,59 S TASSAJARA DR,"SAN LUIS OBISPO, CA 93405-1559",2022-07-01,,118305,"Kock, Frank J",Rental property,Residential Rental,Rental,-120.678084887301,35.292224653474,1344,0,R-1,052-154-010
8113,"Koda Capital, LLC",Retail,1150 LAUREL LN #125,"SAN LUIS OBISPO, CA 93401-5800",2018-03-13,2021-10-11,114850,"Kersten, Daniel",Home And Garden Product Sales,General Retailer,Retail,-120.642739113919,35.262515584786,2915,1,O,004-962-036
8114,Koei-Kan Karate-Do,Recreational Services,3563 SUELDO ST STE B,"SAN LUIS OBISPO, CA 93401-7330",2004-06-29,2011-03-31,15369,"Rhodes, Larry",,General Service,Service,-120.66557638261,35.25145253103,7920,1,C-S,053-253-036
8115,Koffee Klatsch,Restaurant,778 HIGUERA ST A,"SAN LUIS OBISPO, CA 93401-3539",1982-07-01,2009-06-16,20026,"Geisen, John",Retail Sales,Downtown Association,Downtown Association,-120.663276095461,35.27969409803,15954,1,C-D,002-423-047
